id,"text,image",sentiment
4164,"neutral,positive",positive
4165,"neutral,neutral",neutral
4166,"neutral,positive",positive
4167,"neutral,negative",negative
4168,"neutral,negative",negative
4169,"negative,positive",negative
4170,"negative,neutral",negative
4171,"neutral,positive",positive
4172,"neutral,positive",positive
4173,"neutral,negative",negative
4174,"neutral,positive",positive
4175,"neutral,negative",negative
4176,"positive,positive",positive
4177,"neutral,positive",positive
4178,"neutral,positive",positive
4179,"neutral,positive",positive
4180,"negative,neutral",negative
4181,"negative,neutral",negative
4182,"neutral,negative",negative
4183,"neutral,positive",positive
4184,"positive,positive",positive
4185,"neutral,neutral",neutral
4186,"neutral,negative",negative
4187,"positive,neutral",positive
4188,"negative,positive",negative
4189,"neutral,negative",negative
4190,"neutral,neutral",neutral
4191,"neutral,positive",positive
4192,"negative,negative",negative
4193,"positive,negative",positive
4194,"neutral,positive",positive
4195,"negative,positive",negative
4196,"neutral,negative",negative
4197,"neutral,negative",negative
4198,"neutral,negative",negative
4199,"neutral,positive",positive
4200,"neutral,positive",positive
4201,"neutral,neutral",neutral
4202,"neutral,neutral",neutral
4203,"neutral,neutral",neutral
4204,"neutral,negative",negative
4205,"neutral,negative",negative
4206,"positive,neutral",positive
4207,"neutral,negative",negative
4208,"neutral,neutral",neutral
4209,"neutral,negative",negative
4210,"neutral,negative",negative
4211,"neutral,negative",negative
4212,"neutral,negative",negative
4213,"neutral,positive",positive
4214,"neutral,negative",negative
4215,"positive,positive",positive
4216,"negative,neutral",negative
4217,"neutral,positive",positive
4218,"negative,negative",negative
4219,"neutral,positive",positive
4220,"negative,negative",negative
4221,"neutral,positive",positive
4222,"neutral,positive",positive
4223,"neutral,positive",positive
4224,"neutral,positive",positive
4225,"positive,positive",positive
4226,"neutral,positive",positive
4227,"neutral,negative",negative
4228,"neutral,negative",negative
4229,"positive,positive",positive
4230,"positive,positive",positive
4231,"positive,positive",positive
4232,"positive,positive",positive
4233,"positive,positive",positive
4234,"negative,negative",negative
4235,"positive,positive",positive
4236,"neutral,positive",positive
4237,"neutral,positive",positive
4238,"neutral,positive",positive
4239,"neutral,positive",positive
4240,"neutral,negative",negative
4241,"positive,positive",positive
4242,"neutral,neutral",neutral
4243,"positive,positive",positive
4244,"positive,positive",positive
4245,"positive,positive",positive
4246,"positive,positive",positive
4247,"neutral,neutral",neutral
4248,"positive,positive",positive
4249,"positive,neutral",positive
4250,"positive,positive",positive
4251,"positive,positive",positive
4252,"positive,positive",positive
4253,"positive,positive",positive
4254,"neutral,negative",negative
4255,"neutral,neutral",neutral
4256,"positive,positive",positive
4257,"neutral,negative",negative
4258,"positive,positive",positive
4259,"positive,positive",positive
4260,"positive,positive",positive
4261,"positive,neutral",positive
4262,"negative,neutral",negative
4263,"negative,neutral",negative
4264,"neutral,neutral",neutral
4265,"neutral,negative",negative
4266,"positive,neutral",positive
4267,"positive,neutral",positive
4268,"positive,positive",positive
4269,"neutral,positive",positive
4270,"neutral,positive",positive
4271,"positive,positive",positive
4272,"negative,positive",negative
4273,"negative,neutral",negative
4274,"positive,positive",positive
4275,"negative,negative",negative
4276,"positive,neutral",positive
4277,"neutral,neutral",neutral
4278,"neutral,positive",positive
4279,"negative,positive",negative
4280,"positive,positive",positive
4281,"neutral,positive",positive
4282,"negative,negative",negative
4283,"negative,negative",negative
4284,"negative,negative",negative
4285,"neutral,neutral",neutral
4286,"neutral,positive",positive
4287,"positive,positive",positive
4288,"neutral,positive",positive
4289,"positive,positive",positive
4290,"positive,positive",positive
4291,"neutral,negative",negative
4292,"positive,positive",positive
4293,"positive,positive",positive
4294,"positive,positive",positive
4295,"neutral,negative",negative
4296,"neutral,positive",positive
4297,"negative,positive",negative
4298,"neutral,neutral",neutral
4299,"positive,positive",positive
4300,"neutral,positive",positive
4301,"neutral,positive",positive
4302,"negative,negative",negative
4303,"neutral,neutral",neutral
4304,"positive,neutral",positive
4305,"positive,positive",positive
4306,"neutral,neutral",neutral
4307,"positive,positive",positive
4308,"positive,positive",positive
4309,"negative,neutral",negative
4310,"neutral,negative",negative
4311,"negative,negative",negative
4312,"neutral,positive",positive
4313,"positive,positive",positive
4314,"positive,positive",positive
4315,"positive,positive",positive
4316,"positive,positive",positive
4317,"positive,neutral",positive
4318,"positive,neutral",positive
4319,"positive,positive",positive
4320,"positive,neutral",positive
4321,"positive,positive",positive
4322,"positive,positive",positive
4323,"positive,positive",positive
4324,"negative,negative",negative
4325,"neutral,negative",negative
4326,"positive,positive",positive
4327,"neutral,negative",negative
4328,"neutral,positive",positive
4329,"neutral,positive",positive
4330,"positive,positive",positive
4331,"positive,positive",positive
4332,"neutral,negative",negative
4333,"negative,neutral",negative
4334,"positive,positive",positive
4335,"positive,positive",positive
4336,"negative,negative",negative
4337,"negative,neutral",negative
4338,"neutral,negative",negative
4339,"neutral,neutral",neutral
4340,"neutral,positive",positive
4341,"neutral,negative",negative
4342,"negative,negative",negative
4343,"neutral,positive",positive
4344,"neutral,positive",positive
4345,"neutral,positive",positive
4346,"negative,negative",negative
4347,"neutral,positive",positive
4348,"positive,positive",positive
4349,"positive,positive",positive
4350,"positive,positive",positive
4351,"positive,positive",positive
4352,"neutral,negative",negative
4353,"positive,positive",positive
4354,"positive,neutral",positive
4355,"positive,positive",positive
4356,"positive,neutral",positive
4357,"positive,positive",positive
4358,"positive,positive",positive
4359,"neutral,positive",positive
4360,"positive,positive",positive
4361,"positive,positive",positive
4362,"negative,negative",negative
4363,"neutral,negative",negative
4364,"negative,negative",negative
4365,"neutral,neutral",neutral
4366,"neutral,positive",positive
4367,"neutral,negative",negative
4368,"neutral,positive",positive
4369,"neutral,negative",negative
4370,"neutral,neutral",neutral
4371,"neutral,positive",positive
4372,"neutral,negative",negative
4373,"positive,positive",positive
4374,"neutral,positive",positive
4375,"neutral,neutral",neutral
4376,"neutral,positive",positive
4377,"neutral,positive",positive
4378,"positive,neutral",positive
4379,"negative,negative",negative
4380,"neutral,negative",negative
4381,"neutral,positive",positive
4382,"neutral,positive",positive
4383,"positive,positive",positive
4384,"negative,neutral",negative
4385,"neutral,neutral",neutral
4386,"negative,negative",negative
4387,"negative,negative",negative
4388,"neutral,positive",positive
4389,"neutral,positive",positive
4390,"neutral,neutral",neutral
4391,"neutral,positive",positive
4392,"negative,negative",negative
4393,"neutral,negative",negative
4394,"neutral,neutral",neutral
4395,"neutral,positive",positive
4396,"neutral,positive",positive
4397,"neutral,neutral",neutral
4398,"neutral,negative",negative
4399,"neutral,positive",positive
4400,"neutral,positive",positive
4401,"positive,positive",positive
4402,"neutral,neutral",neutral
4403,"positive,positive",positive
4404,"positive,positive",positive
4405,"neutral,neutral",neutral
4406,"positive,positive",positive
4407,"neutral,positive",positive
4408,"neutral,positive",positive
4409,"neutral,neutral",neutral
4410,"neutral,positive",positive
4411,"neutral,neutral",neutral
4412,"neutral,positive",positive
4413,"negative,positive",negative
4414,"neutral,positive",positive
4415,"neutral,positive",positive
4416,"positive,positive",positive
4417,"positive,positive",positive
4418,"positive,positive",positive
4419,"neutral,positive",positive
4420,"neutral,positive",positive
4421,"neutral,positive",positive
4422,"positive,positive",positive
4423,"neutral,positive",positive
4424,"positive,neutral",positive
4425,"negative,neutral",negative
4426,"negative,neutral",negative
4427,"neutral,negative",negative
4428,"neutral,negative",negative
4429,"neutral,positive",positive
4430,"neutral,positive",positive
4431,"positive,positive",positive
4432,"neutral,positive",positive
4433,"negative,neutral",negative
4434,"positive,positive",positive
4435,"negative,positive",negative
4436,"neutral,negative",negative
4437,"neutral,positive",positive
4438,"neutral,neutral",neutral
4439,"positive,positive",positive
4440,"negative,negative",negative
4441,"neutral,positive",positive
4442,"neutral,positive",positive
4443,"negative,positive",negative
4444,"positive,positive",positive
4445,"negative,negative",negative
4446,"positive,positive",positive
4447,"neutral,neutral",neutral
4448,"neutral,negative",negative
4449,"neutral,positive",positive
4450,"negative,neutral",negative
4451,"negative,negative",negative
4452,"negative,neutral",negative
4453,"neutral,positive",positive
4454,"neutral,positive",positive
4455,"negative,negative",negative
4456,"neutral,negative",negative
4457,"neutral,negative",negative
4458,"neutral,negative",negative
4459,"neutral,negative",negative
4460,"negative,positive",negative
4461,"neutral,positive",positive
4462,"neutral,positive",positive
4463,"neutral,positive",positive
4464,"positive,positive",positive
4465,"neutral,positive",positive
4466,"neutral,positive",positive
4467,"neutral,positive",positive
4468,"neutral,positive",positive
4469,"neutral,positive",positive
4470,"positive,positive",positive
4471,"positive,positive",positive
4472,"positive,positive",positive
4473,"positive,neutral",positive
4474,"neutral,positive",positive
4475,"neutral,positive",positive
4476,"neutral,positive",positive
4477,"neutral,negative",negative
4478,"neutral,negative",negative
4479,"neutral,negative",negative
4480,"neutral,positive",positive
4481,"neutral,positive",positive
4482,"neutral,positive",positive
4483,"neutral,positive",positive
4484,"neutral,positive",positive
4485,"negative,neutral",negative
4486,"neutral,negative",negative
4487,"positive,positive",positive
4488,"neutral,positive",positive
4489,"positive,positive",positive
4490,"neutral,neutral",neutral
4491,"neutral,positive",positive
4492,"neutral,positive",positive
4493,"negative,neutral",negative
4494,"neutral,positive",positive
4495,"neutral,negative",negative
4496,"neutral,negative",negative
4497,"neutral,positive",positive
4498,"neutral,positive",positive
4499,"positive,positive",positive
4500,"neutral,neutral",neutral
4501,"neutral,positive",positive
4502,"negative,negative",negative
4503,"negative,negative",negative
4504,"neutral,negative",negative
4505,"neutral,neutral",neutral
4506,"neutral,positive",positive
4507,"positive,positive",positive
4508,"neutral,positive",positive
4509,"neutral,positive",positive
4510,"positive,positive",positive
4511,"positive,positive",positive
4512,"positive,positive",positive
4513,"positive,positive",positive
4514,"positive,positive",positive
4515,"positive,positive",positive
4516,"positive,positive",positive
4517,"positive,positive",positive
4518,"positive,positive",positive
4519,"positive,positive",positive
4520,"positive,positive",positive
4521,"negative,negative",negative
4522,"positive,positive",positive
4523,"positive,positive",positive
4524,"neutral,neutral",neutral
4525,"positive,positive",positive
4526,"positive,positive",positive
4527,"positive,positive",positive
4528,"positive,positive",positive
4529,"positive,positive",positive
4530,"neutral,positive",positive
4531,"positive,positive",positive
4532,"neutral,positive",positive
4533,"positive,positive",positive
4534,"negative,negative",negative
4535,"neutral,positive",positive
4536,"neutral,neutral",neutral
4537,"negative,negative",negative
4538,"neutral,neutral",neutral
4539,"neutral,neutral",neutral
4540,"neutral,positive",positive
4541,"positive,positive",positive
4542,"negative,negative",negative
4543,"positive,neutral",positive
4544,"negative,positive",negative
4545,"neutral,positive",positive
4546,"positive,neutral",positive
4547,"neutral,positive",positive
4548,"neutral,positive",positive
4549,"positive,positive",positive
4550,"positive,positive",positive
4551,"positive,positive",positive
4552,"neutral,neutral",neutral
4553,"neutral,neutral",neutral
4554,"negative,negative",negative
4555,"neutral,negative",negative
4556,"neutral,negative",negative
4557,"positive,positive",positive
4558,"negative,negative",negative
4559,"neutral,negative",negative
4560,"negative,negative",negative
4561,"neutral,positive",positive
4562,"neutral,positive",positive
4563,"neutral,negative",negative
4564,"neutral,negative",negative
4565,"negative,positive",negative
4566,"negative,neutral",negative
4567,"negative,neutral",negative
4568,"neutral,positive",positive
4569,"neutral,negative",negative
4570,"neutral,negative",negative
4571,"neutral,negative",negative
4572,"negative,positive",negative
4573,"neutral,positive",positive
4574,"negative,negative",negative
4575,"positive,neutral",positive
4576,"negative,negative",negative
4577,"positive,positive",positive
4578,"negative,positive",negative
4579,"negative,positive",negative
4580,"negative,neutral",negative
4581,"negative,neutral",negative
4582,"negative,positive",negative
4583,"negative,negative",negative
4584,"negative,positive",negative
4585,"negative,positive",negative
4586,"positive,negative",positive
4587,"negative,negative",negative
4588,"negative,negative",negative
4589,"neutral,negative",negative
4590,"negative,negative",negative
4591,"neutral,negative",negative
4592,"negative,neutral",negative
4593,"negative,negative",negative
4594,"negative,negative",negative
4595,"negative,negative",negative
4596,"negative,neutral",negative
4597,"negative,positive",negative
4598,"neutral,negative",negative
4599,"positive,positive",positive
4600,"neutral,positive",positive
4601,"positive,positive",positive
4602,"neutral,positive",positive
4603,"neutral,neutral",neutral
4604,"neutral,positive",positive
4605,"positive,positive",positive
4606,"negative,negative",negative
4607,"neutral,positive",positive
4608,"neutral,positive",positive
4609,"positive,positive",positive
4610,"positive,negative",positive
4611,"positive,neutral",positive
4612,"neutral,positive",positive
4613,"neutral,negative",negative
4614,"negative,negative",negative
4615,"neutral,positive",positive
4616,"neutral,negative",negative
4617,"positive,positive",positive
4618,"neutral,negative",negative
4619,"positive,positive",positive
4620,"neutral,negative",negative
4621,"positive,neutral",positive
4622,"neutral,positive",positive
4623,"neutral,positive",positive
4624,"negative,neutral",negative
4625,"negative,negative",negative
4626,"positive,positive",positive
4627,"negative,negative",negative
4628,"neutral,negative",negative
4629,"neutral,positive",positive
4630,"neutral,positive",positive
4631,"neutral,positive",positive
4632,"neutral,negative",negative
4633,"positive,positive",positive
4634,"positive,positive",positive
4635,"positive,neutral",positive
4636,"neutral,negative",negative
4637,"positive,neutral",positive
4638,"neutral,negative",negative
4639,"positive,positive",positive
4640,"negative,positive",negative
4641,"negative,neutral",negative
4642,"negative,negative",negative
4643,"negative,negative",negative
4644,"positive,negative",positive
4645,"negative,neutral",negative
4646,"positive,positive",positive
4647,"negative,positive",negative
4648,"negative,negative",negative
4649,"neutral,positive",positive
4650,"neutral,positive",positive
4651,"neutral,neutral",neutral
4652,"neutral,positive",positive
4653,"neutral,positive",positive
4654,"neutral,positive",positive
4655,"negative,negative",negative
4656,"negative,negative",negative
4657,"neutral,negative",negative
4658,"negative,neutral",negative
4659,"negative,negative",negative
4660,"neutral,positive",positive
4661,"neutral,negative",negative
4662,"positive,neutral",positive
4663,"neutral,negative",negative
4664,"neutral,negative",negative
4665,"neutral,neutral",neutral
4666,"neutral,positive",positive
4667,"positive,positive",positive
4668,"positive,positive",positive
4669,"neutral,negative",negative
4670,"neutral,positive",positive
4671,"positive,positive",positive
4672,"neutral,neutral",neutral
4673,"negative,neutral",negative
4674,"neutral,positive",positive
4675,"neutral,positive",positive
4676,"neutral,positive",positive
4677,"neutral,positive",positive
4678,"neutral,negative",negative
4679,"neutral,negative",negative
4680,"neutral,positive",positive
4681,"positive,positive",positive
4682,"neutral,positive",positive
4683,"neutral,negative",negative
4684,"negative,neutral",negative
4685,"neutral,positive",positive
4686,"neutral,positive",positive
4687,"neutral,negative",negative
4688,"negative,negative",negative
4689,"neutral,negative",negative
4690,"positive,positive",positive
4691,"positive,positive",positive
4692,"positive,neutral",positive
4693,"neutral,positive",positive
4694,"neutral,positive",positive
4695,"neutral,positive",positive
4696,"neutral,positive",positive
4697,"neutral,positive",positive
4698,"neutral,negative",negative
4699,"neutral,positive",positive
4700,"neutral,positive",positive
4701,"neutral,positive",positive
4702,"neutral,positive",positive
4703,"neutral,positive",positive
4704,"neutral,positive",positive
4705,"neutral,positive",positive
4706,"neutral,negative",negative
4707,"neutral,positive",positive
4708,"neutral,positive",positive
4709,"neutral,positive",positive
4710,"neutral,positive",positive
4711,"neutral,positive",positive
4712,"neutral,positive",positive
4713,"neutral,positive",positive
4714,"negative,negative",negative
4715,"neutral,positive",positive
4716,"positive,positive",positive
4717,"neutral,negative",negative
4718,"positive,positive",positive
4719,"neutral,positive",positive
4720,"neutral,negative",negative
4721,"neutral,negative",negative
4722,"negative,negative",negative
4723,"negative,positive",negative
4724,"negative,positive",negative
4725,"negative,positive",negative
4726,"negative,positive",negative
4727,"neutral,positive",positive
4728,"neutral,positive",positive
4729,"negative,negative",negative
4730,"negative,positive",negative
4731,"positive,positive",positive
4732,"positive,positive",positive
4733,"neutral,positive",positive
4734,"neutral,negative",negative
4735,"positive,negative",positive
4736,"neutral,positive",positive
4737,"neutral,positive",positive
4738,"neutral,positive",positive
4739,"positive,positive",positive
4740,"neutral,negative",negative
4741,"neutral,negative",negative
4742,"negative,negative",negative
4743,"negative,neutral",negative
4744,"negative,negative",negative
4745,"negative,negative",negative
4746,"positive,positive",positive
4747,"positive,negative",positive
4748,"positive,positive",positive
4749,"positive,positive",positive
4750,"positive,positive",positive
4751,"positive,neutral",positive
4752,"positive,neutral",positive
4753,"positive,neutral",positive
4754,"positive,positive",positive
4755,"positive,neutral",positive
4756,"positive,positive",positive
4757,"positive,positive",positive
4758,"neutral,positive",positive
4759,"negative,neutral",negative
4760,"neutral,positive",positive
4761,"neutral,positive",positive
4762,"negative,negative",negative
4763,"positive,positive",positive
4764,"positive,positive",positive
4765,"neutral,negative",negative
4766,"neutral,positive",positive
4767,"neutral,positive",positive
4768,"neutral,neutral",neutral
4769,"positive,positive",positive
4770,"positive,positive",positive
4771,"positive,positive",positive
4772,"positive,positive",positive
4773,"positive,positive",positive
4774,"positive,negative",positive
4775,"positive,neutral",positive
4776,"positive,positive",positive
4777,"neutral,positive",positive
4778,"positive,positive",positive
4779,"neutral,positive",positive
4780,"positive,positive",positive
4781,"positive,positive",positive
4782,"neutral,positive",positive
4783,"neutral,neutral",neutral
4784,"neutral,positive",positive
4785,"neutral,positive",positive
4786,"positive,negative",positive
4787,"positive,positive",positive
4788,"neutral,positive",positive
4789,"negative,neutral",negative
4790,"neutral,positive",positive
4791,"neutral,positive",positive
4792,"neutral,positive",positive
4793,"negative,neutral",negative
4794,"positive,positive",positive
4795,"neutral,negative",negative
4796,"positive,positive",positive
4797,"positive,positive",positive
4798,"neutral,negative",negative
4799,"neutral,positive",positive
4800,"neutral,positive",positive
4801,"negative,positive",negative
4802,"negative,negative",negative
4803,"positive,neutral",positive
4804,"negative,neutral",negative
4805,"positive,neutral",positive
4806,"negative,positive",negative
4807,"negative,neutral",negative
4808,"negative,neutral",negative
4809,"positive,neutral",positive
4810,"negative,neutral",negative
4811,"neutral,neutral",neutral
4812,"neutral,negative",negative
4813,"negative,neutral",negative
4814,"neutral,negative",negative
4815,"negative,negative",negative
4816,"negative,negative",negative
4817,"negative,negative",negative
4818,"neutral,negative",negative
4819,"neutral,positive",positive
4820,"neutral,positive",positive
4821,"negative,negative",negative
4822,"negative,negative",negative
4823,"negative,negative",negative
4824,"positive,positive",positive
4825,"neutral,positive",positive
4826,"neutral,negative",negative
4827,"neutral,negative",negative
4828,"neutral,positive",positive
4829,"negative,negative",negative
4830,"positive,positive",positive
4831,"neutral,positive",positive
4832,"neutral,negative",negative
4833,"neutral,positive",positive
4834,"negative,neutral",negative
4835,"neutral,positive",positive
4836,"neutral,negative",negative
4837,"neutral,positive",positive
4838,"negative,positive",negative
4839,"neutral,positive",positive
4840,"neutral,positive",positive
4841,"negative,positive",negative
4842,"positive,neutral",positive
4843,"positive,positive",positive
4844,"positive,neutral",positive
4845,"negative,negative",negative
4846,"negative,negative",negative
4847,"negative,positive",negative
4848,"neutral,negative",negative
4849,"neutral,positive",positive
4850,"neutral,negative",negative
4851,"positive,positive",positive
4852,"negative,negative",negative
4853,"neutral,negative",negative
4854,"neutral,positive",positive
4855,"positive,negative",positive
4856,"negative,negative",negative
4857,"neutral,negative",negative
4858,"positive,positive",positive
4859,"neutral,positive",positive
4860,"neutral,positive",positive
4861,"neutral,positive",positive
4862,"positive,neutral",positive
4863,"negative,negative",negative
4864,"neutral,negative",negative
4865,"neutral,positive",positive
4866,"positive,neutral",positive
4867,"positive,positive",positive
4868,"neutral,positive",positive
4869,"positive,positive",positive
